Links,Product Name,Total Product Sold,Product Price,Product Rating,Product Rater Quantity,Seller Name,Seller Response Rate,Seller Overall Rater Quantity,Seller Joined Duration,Seller Number of Follower
https://shopee.com.my/Skechers-Men-GOwalk-5-Shoes-216064-BBK-i.28244780.9239409495,Skechers Men GOwalk 5 Shoes - 216064-BBK,126,215.4,5.0,68,skechers.os,87,25700,1080,79200
https://shopee.com.my/Skechers-Men-GOwalk-Arch-Fit-Shoes-216116-BBK-i.28244780.9041412891,Skechers Men GOwalk Arch Fit Shoes - 216116-BBK,120,239.4,5.0,76,skechers.os,100,115600,1440,610200
https://shopee.com.my/Skechers-Men-D'Lux-Walker-Shoes-232044-NVGY-i.28244780.11318402424,Skechers Men D'Lux Walker Shoes - 232044-NVGY,119,189.5,5.0,71,skechers.os,89,256400,1800,269900
https://shopee.com.my/Fipper-Comfy-Rubber-for-Unisex-in-Blue-(Snorkel)-i.27414006.10265449923,Fipper Comfy Rubber for Unisex in Blue (Snorkel),118,18.41,4.9,71,fipperhq,92,48400,1080,117400
https://shopee.com.my/Fipper-Slip-On-Non-Rubber-for-Unisex-in-Black-Navy-Grey-i.27414006.13538972366,Fipper Slip On Non-Rubber for Unisex in Black / Navy / Grey,118,43.9,4.8,72,fipperhq,53,21500,2160,28800
https://shopee.com.my/Fipper-Slipper-Trekker-Tribal-Series-with-Adjustable-Straps-i.27414006.8285876835,Fipper Slipper Trekker Tribal Series with Adjustable Straps,116,59.42,5.0,77,fipperhq,78,151400,990,396900
https://shopee.com.my/BIRKENSTOCK-Professional-A630-PU-Unisex-Regular-Width-Clogs-In-Black-10272-i.86994511.5221241602,BIRKENSTOCK Professional A630 PU Unisex Regular Width Clogs In Black- 10272,114,197.0,4.8,53,birkenstock.os,72,2900,1080,42300
https://shopee.com.my/GUYISA-safety-shoes-Free-socks-sports-low-top-steel-toe-cap-work-shoes-Anti-smash-and-anti-puncture-39-46-yellow-i.440859167.9684414888,GUYISA safety shoes Free socks sports low-top steel toe cap work shoes Anti-smash and anti-puncture 39-46 yellow,114,98.42,4.9,78,guyisa.os,92,253000,1800,148700
https://shopee.com.my/Dr-Cardin-Men-Light-Comfort-Slides-Sandals-D-SLI7726-Free-Name-Customisation--i.267627342.13852375101,Dr Cardin Men Light Comfort Slides Sandals D-SLI7726 [Free Name Customisation],113,61.0,5.0,80,tomorrowshowtime.os,100,115600,1440,610200
https://shopee.com.my/Fipper-Wide-Rubber-for-Unisex-in-Blue-(Snorkel)-Red-Black-i.27414006.10769898289,Fipper Wide Rubber for Unisex in Blue (Snorkel) / Red / Black,112,29.9,4.9,60,fipperhq,92,48400,1080,117400
https://shopee.com.my/Skechers-Men-D'Lux-Walker-Shoes-232163-BKW-i.28244780.2978879810,Skechers Men D'Lux Walker Shoes - 232163-BKW,110,189.5,5.0,60,skechers.os,68,4000,810,8300
https://shopee.com.my/Louis-Cuppers-Men-Slip-On-Comfort-Loafers-191031264-i.98071594.6686811799,Louis Cuppers Men Slip On Comfort Loafers - 191031264,108,82.8,4.9,74,louiscuppers.os,100,115600,1440,610200
https://shopee.com.my/Louis-Cuppers-Men-Lace-Up-Comfort-Loafers-191031263-i.98071594.8552274576,Louis Cuppers Men Lace Up Comfort Loafers - 191031263,104,82.8,4.9,73,louiscuppers.os,81,13100,1800,30000
https://shopee.com.my/Skechers-Men-Sport-Casual-Monster-Shoes-232189-TPMT-i.28244780.11118402592,Skechers Men Sport Casual Monster Shoes - 232189-TPMT,99,199.0,5.0,65,skechers.os,100,115600,1440,610200
https://shopee.com.my/GUYISA-safety-shoes-men-Waterproof-Super-light-kasut-safety-boot-lelaki-murah-PU-sole-Ready-stock-kasut-keselamatan-i.440859167.9165870420,GUYISA safety shoes men Waterproof Super light kasut safety boot lelaki murah PU sole Ready stock kasut keselamatan,99,63.32,4.9,55,guyisa.os,78,151400,990,396900
https://shopee.com.my/BATA-Men-Black-Sandals-8626225-i.45681546.6490712688,BATA Men Black Sandals - 8626225,98,15.99,5.0,46,bata.os,98,29200,870,65300
https://shopee.com.my/-Shopee-Exclusive-POWER-by-BATA-Men-Black-Sandals-8806006-i.45681546.12443670963,[Shopee Exclusive] POWER by BATA Men Black Sandals - 8806006,94,27.99,4.8,48,bata.os,98,29200,870,65300
https://shopee.com.my/XES-Men-BSMCJGL02-Stylish-Sneakers-(Grey-Black)-i.18159534.14103291248,XES Men BSMCJGL02 Stylish Sneakers (Grey/Black),89,32.97,5.0,62,xesshoes,90,22100,570,101000
https://shopee.com.my/XES-Men-BSMCJGL01-Stylish-Sneakers-(Grey-Black)-i.18159534.14103293799,XES Men BSMCJGL01 Stylish Sneakers (Grey/Black),85,32.97,4.9,50,xesshoes,92,253000,1800,148700
https://shopee.com.my/BUM-Equipment-Unisex-Sport-Shoes-B69078-B69079-(Black-Pink)-i.28869314.12119841738,BUM Equipment Unisex Sport Shoes B69078/B69079 (Black/Pink),84,56.05,5.0,53,bumequipment,100,115600,1440,610200
https://shopee.com.my/asadi-Unisex-Sandal-MJA145541--i.81901343.12639118474,asadi Unisex Sandal [MJA145541],80,24.0,5.0,33,asadi_malaysia,88,116300,1440,192700
https://shopee.com.my/Skechers-Men-Sport-Casual-Monster-Shoes-232189-WNV-i.28244780.9778185956,Skechers Men Sport Casual Monster Shoes - 232189-WNV,79,199.0,5.0,46,skechers.os,100,115600,1440,610200
https://shopee.com.my/Skechers-Men-Goodyear-GOwalk-Stability-Shoes-216141-BBK-i.28244780.8958970553,Skechers Men Goodyear GOwalk Stability Shoes - 216141-BBK,71,251.3,5.0,48,skechers.os,100,115600,1440,610200
https://shopee.com.my/Skechers-Men-Sport-D'Lux-Walker-Shoes-232045-NVY-i.28244780.9978185905,Skechers Men Sport D'Lux Walker Shoes - 232045-NVY,64,189.5,5.0,39,skechers.os,85,104700,1440,286700
https://shopee.com.my/Skechers-Men-Skech-Air-Element-2.0-Shoes-232240-WBK-i.28244780.11453649867,Skechers Men Skech-Air Element 2.0 Shoes - 232240-WBK,60,299.0,5.0,30,skechers.os,78,151400,990,396900
https://shopee.com.my/Skechers-Men-Skech-Air-Element-2.0-Shoes-232240-BKBL-i.28244780.9394493854,Skechers Men Skech-Air Element 2.0 Shoes - 232240-BKBL,56,299.0,5.0,40,skechers.os,88,116300,1440,192700
https://shopee.com.my/-Shopee-Exclusive-BATA-Men-Dark-Brown-Sandals-8804001-i.45681546.12914670373,[Shopee Exclusive] BATA Men Dark Brown Sandals - 8804001,44,49.99,4.8,16,bata.os,86,48500,1440,363100
https://shopee.com.my/Skechers-Men-Glide-Step-Shoes-232270-BBK-i.28244780.11243951615,Skechers Men Glide-Step Shoes - 232270-BBK,39,279.0,5.0,22,skechers.os,100,115600,1440,610200
https://shopee.com.my/Skechers-Men-Foamies-GOwalk-5-Sandals-243002-BKGY-i.28244780.14913485635,Skechers Men Foamies GOwalk 5 Sandals - 243002-BKGY,26,199.0,5.0,13,skechers.os,78,151400,990,396900
